,area,buildtime,room_num,hall_num,floor,dire,exemption of business tax,exemption of double tax,quality education,distance,loc
2633,129.03,2001,3.0,2.0,3.0,2.0,0.0,1.0,1.0,365,86.0
2634,86.95,2003,2.0,2.0,1.0,2.0,0.0,1.0,0.0,414,40.0
2635,73.0,1997,2.0,1.0,1.0,1.0,0.0,1.0,0.0,5000,62.0
2636,55.0,1991,2.0,2.0,1.0,1.0,0.0,1.0,1.0,468,44.0
2637,56.0,2013,1.0,2.0,2.0,1.0,0.0,1.0,0.0,5000,33.0
2638,160.46,2003,5.0,3.0,3.0,1.0,0.0,1.0,1.0,5000,37.0
2639,79.01,1999,2.0,1.0,2.0,1.0,0.0,1.0,0.0,236,106.0
2640,88.34,2007,2.0,2.0,2.0,1.0,0.0,1.0,0.0,887,51.0
2641,145.0,2004,3.0,2.0,1.0,6.0,0.0,1.0,0.0,610,113.0
2642,120.36,2005,3.0,2.0,2.0,1.0,0.0,1.0,1.0,513,8.0
2643,62.43,1995,2.0,1.0,2.0,2.0,0.0,1.0,1.0,254,41.0
2644,346.0,2009,4.0,2.0,3.0,1.0,0.0,1.0,0.0,694,25.0
2645,53.0,1989,2.0,1.0,3.0,1.0,0.0,1.0,0.0,992,11.0
2646,85.7,2010,2.0,2.0,2.0,2.0,0.0,1.0,0.0,813,61.0
2647,86.7,2012,2.0,2.0,1.0,2.0,0.0,1.0,0.0,5000,165.0
2648,103.0,2012,3.0,2.0,3.0,2.0,0.0,1.0,1.0,59,77.0
2649,113.29,2004,2.0,2.0,3.0,2.0,0.0,0.0,1.0,711,73.0
2650,95.33,2004,3.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,34.0
2651,125.7,2009,3.0,2.0,3.0,2.0,0.0,1.0,1.0,791,101.0
2652,38.13,1994,1.0,0.0,2.0,1.0,0.0,1.0,1.0,5000,103.0
2653,102.8,2002,2.0,2.0,2.0,2.0,0.0,1.0,0.0,805,54.0
2654,56.18,2011,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1086,59.0
2655,183.0,2008,4.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,52.0
2656,82.66,2011,2.0,2.0,2.0,1.0,0.0,1.0,1.0,512,60.0
2657,75.0,1999,2.0,2.0,2.0,1.0,1.0,0.0,1.0,5000,114.0
2658,81.0,1998,2.0,2.0,1.0,2.0,0.0,1.0,1.0,316,85.0
2659,89.0,2018,3.0,2.0,3.0,1.0,1.0,0.0,0.0,5000,81.0
2660,135.0,2009,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1129,109.0
2661,90.9,2002,2.0,2.0,3.0,2.0,0.0,1.0,1.0,1168,52.0
2662,34.2,1988,1.0,0.0,1.0,1.0,0.0,1.0,1.0,842,44.0
2663,125.0,2007,3.0,2.0,3.0,2.0,0.0,1.0,1.0,750,85.0
2664,121.46,2007,3.0,2.0,1.0,2.0,0.0,1.0,0.0,5000,62.0
2665,302.0,2002,3.0,2.0,3.0,1.0,1.0,0.0,0.0,783,25.0
2666,134.02,2010,3.0,2.0,1.0,1.0,0.0,1.0,1.0,5000,5.0
2667,68.27,2013,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5000,65.0
2668,150.1,2007,3.0,2.0,2.0,2.0,0.0,1.0,1.0,762,79.0
2669,80.0,2014,2.0,2.0,3.0,2.0,0.0,1.0,0.0,1156,30.0
2670,391.0,2017,5.0,3.0,1.0,1.0,0.0,1.0,0.0,337,13.0
2671,102.8,2008,3.0,2.0,3.0,2.0,0.0,1.0,0.0,5000,36.0
2672,78.9,2002,2.0,2.0,1.0,2.0,0.0,0.0,1.0,992,115.0
2673,99.06,2005,2.0,2.0,1.0,1.0,0.0,1.0,1.0,5000,5.0
2674,56.61,2014,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1197,23.0
2675,48.0,1992,2.0,1.0,2.0,1.0,0.0,1.0,1.0,593,21.0
2676,50.2,1995,2.0,1.0,1.0,1.0,0.0,1.0,1.0,571,42.0
2677,97.0,2015,3.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,39.0
2678,70.51,1995,2.0,1.0,1.0,1.0,1.0,0.0,1.0,571,42.0
2679,33.0,1997,2.0,1.0,1.0,1.0,0.0,1.0,1.0,5000,85.0
2680,85.07,1994,2.0,2.0,3.0,1.0,0.0,1.0,1.0,707,116.0
2681,101.3,2009,3.0,2.0,2.0,1.0,0.0,1.0,0.0,5000,62.0
2682,71.0,2013,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5000,166.0
2683,161.0,2009,4.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,43.0
2684,83.95,2012,3.0,2.0,1.0,1.0,0.0,1.0,0.0,5000,9.0
2685,91.0,1996,3.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,77.0
2686,75.49,2008,2.0,1.0,3.0,1.0,0.0,1.0,0.0,918,59.0
2687,91.1,2008,2.0,2.0,3.0,2.0,1.0,0.0,1.0,5000,49.0
2688,62.0,2005,2.0,1.0,1.0,2.0,0.0,1.0,1.0,5000,65.0
2689,88.75,1999,2.0,1.0,1.0,1.0,1.0,0.0,1.0,777,44.0
2690,80.05,1995,2.0,2.0,1.0,1.0,0.0,1.0,1.0,897,62.0
2691,90.25,2016,3.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,61.0
2692,164.0,2003,4.0,2.0,3.0,2.0,0.0,1.0,0.0,227,91.0
2693,147.4,2006,3.0,2.0,2.0,2.0,0.0,1.0,1.0,274,84.0
2694,129.7,2007,3.0,2.0,1.0,2.0,0.0,1.0,0.0,333,40.0
2695,71.77,2009,2.0,1.0,3.0,1.0,0.0,1.0,1.0,938,54.0
2696,137.0,2007,3.0,2.0,2.0,2.0,0.0,0.0,1.0,5000,10.0
2697,131.0,2000,3.0,2.0,1.0,1.0,1.0,0.0,1.0,298,89.0
2698,123.0,2008,3.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,45.0
2699,47.57,1997,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1046,24.0
2700,70.69,1998,2.0,1.0,1.0,1.0,0.0,1.0,1.0,129,121.0
2701,62.0,1992,2.0,1.0,2.0,1.0,0.0,1.0,1.0,491,44.0
2702,49.7,1994,2.0,1.0,2.0,2.0,0.0,1.0,1.0,327,44.0
2703,85.0,2012,2.0,2.0,3.0,1.0,0.0,1.0,0.0,5000,36.0
2704,455.0,2006,5.0,3.0,3.0,2.0,0.0,1.0,1.0,382,13.0
2705,90.8,2004,2.0,2.0,3.0,2.0,0.0,1.0,0.0,1099,41.0
2706,197.0,2006,4.0,2.0,2.0,1.0,0.0,1.0,1.0,659,26.0
2707,101.63,1996,3.0,2.0,2.0,5.0,0.0,1.0,1.0,519,6.0
2708,131.0,2003,3.0,2.0,3.0,2.0,0.0,1.0,0.0,230,131.0
2709,68.5,1993,2.0,1.0,2.0,1.0,0.0,1.0,1.0,5000,71.0
2710,431.9,2007,4.0,2.0,2.0,2.0,0.0,1.0,0.0,492,25.0
2711,115.0,2004,3.0,2.0,1.0,2.0,0.0,1.0,1.0,762,54.0
2712,133.0,2015,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1155,37.0
2713,133.2,2014,3.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,61.0
2714,57.0,1997,2.0,1.0,2.0,2.0,0.0,0.0,1.0,905,24.0
2715,87.7,2012,3.0,2.0,2.0,2.0,1.0,0.0,0.0,5000,64.0
2716,223.5,2005,4.0,2.0,3.0,1.0,0.0,1.0,1.0,440,89.0
2717,83.7,2010,2.0,2.0,1.0,2.0,0.0,1.0,1.0,650,46.0
2718,151.42,2009,3.0,2.0,3.0,2.0,0.0,1.0,0.0,721,6.0
2719,56.0,2014,1.0,1.0,2.0,2.0,0.0,1.0,0.0,5000,33.0
2720,48.8,1980,2.0,1.0,2.0,1.0,0.0,1.0,0.0,891,98.0
2721,63.7,2001,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1180,54.0
2722,74.0,2006,2.0,2.0,2.0,2.0,0.0,1.0,1.0,918,54.0
2723,81.89,2005,2.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,115.0
2724,60.85,1986,2.0,1.0,3.0,5.0,0.0,1.0,0.0,1071,44.0
2725,46.3,1996,1.0,1.0,3.0,2.0,0.0,1.0,1.0,723,24.0
2726,148.0,2016,3.0,2.0,2.0,1.0,1.0,0.0,0.0,677,86.0
2727,133.77,2004,2.0,2.0,1.0,1.0,0.0,1.0,1.0,123,131.0
2728,101.0,2007,2.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,63.0
2729,45.47,1995,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1180,16.0
2730,137.5,2002,4.0,2.0,1.0,2.0,0.0,1.0,1.0,705,42.0
2731,88.0,2012,3.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,23.0
2732,81.9,2010,2.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,167.0
2733,107.0,2007,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1138,62.0
2734,109.0,2003,3.0,2.0,1.0,2.0,0.0,0.0,0.0,5000,29.0
2735,138.0,2012,3.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,81.0
2736,77.22,2016,2.0,2.0,2.0,1.0,0.0,1.0,0.0,707,22.0
2737,96.0,2002,2.0,2.0,3.0,1.0,0.0,1.0,0.0,5000,108.0
2738,218.0,2004,4.0,2.0,2.0,3.0,0.0,1.0,1.0,1086,79.0
2739,69.28,2013,2.0,1.0,1.0,1.0,0.0,1.0,1.0,5000,26.0
2740,158.3,2011,4.0,2.0,3.0,2.0,0.0,1.0,0.0,5000,128.0
2741,87.6,2015,3.0,2.0,3.0,1.0,1.0,0.0,0.0,5000,74.0
2742,92.5,2003,2.0,2.0,2.0,1.0,0.0,1.0,0.0,846,99.0
2743,127.3,2012,3.0,2.0,3.0,1.0,0.0,0.0,0.0,472,88.0
2744,74.0,2015,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1130,36.0
2745,67.9,2014,1.0,1.0,3.0,2.0,0.0,0.0,0.0,5000,30.0
2746,75.0,1998,3.0,1.0,3.0,1.0,0.0,1.0,0.0,892,71.0
2747,155.5,2005,3.0,2.0,3.0,2.0,0.0,1.0,0.0,477,104.0
2748,125.0,2002,3.0,2.0,3.0,1.0,0.0,1.0,0.0,1191,71.0
2749,81.8,1996,2.0,2.0,2.0,1.0,0.0,1.0,0.0,937,48.0
2750,59.51,2009,1.0,1.0,1.0,1.0,0.0,1.0,1.0,791,101.0
2751,113.1,2010,3.0,2.0,2.0,1.0,0.0,1.0,1.0,5000,30.0
2752,205.6,2008,3.0,2.0,1.0,2.0,1.0,0.0,0.0,783,25.0
2753,68.0,1996,2.0,1.0,2.0,1.0,0.0,1.0,1.0,517,42.0
2754,145.0,2001,3.0,2.0,2.0,1.0,0.0,1.0,1.0,5000,34.0
2755,58.42,1993,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1063,8.0
2756,74.1,2000,2.0,2.0,1.0,2.0,1.0,0.0,1.0,5000,33.0
2757,90.8,2009,3.0,2.0,1.0,2.0,1.0,0.0,1.0,5000,61.0
2758,222.0,2004,4.0,2.0,1.0,3.0,1.0,0.0,1.0,1086,79.0
2759,90.68,2016,3.0,2.0,1.0,1.0,0.0,1.0,0.0,707,22.0
2760,130.4,2016,4.0,2.0,2.0,1.0,1.0,0.0,1.0,5000,61.0
2761,76.21,2000,1.0,2.0,2.0,1.0,0.0,1.0,1.0,628,116.0
2762,55.6,2011,1.0,1.0,2.0,1.0,0.0,1.0,1.0,5000,94.0
2763,108.7,2011,2.0,2.0,2.0,1.0,0.0,1.0,0.0,5000,5.0
2764,73.13,2004,1.0,2.0,2.0,1.0,1.0,0.0,1.0,657,79.0
2765,142.0,2016,4.0,2.0,2.0,2.0,0.0,1.0,0.0,1156,30.0
2766,160.46,1997,3.0,2.0,2.0,1.0,0.0,0.0,0.0,92,37.0
2767,95.0,2016,3.0,2.0,2.0,1.0,1.0,0.0,0.0,5000,81.0
2768,50.0,1995,2.0,1.0,2.0,1.0,0.0,1.0,1.0,236,44.0
2769,118.9,2010,3.0,2.0,3.0,2.0,0.0,1.0,0.0,5000,12.0
2770,122.0,1998,3.0,2.0,2.0,1.0,0.0,1.0,1.0,302,143.0
2771,170.83,2009,4.0,2.0,1.0,1.0,0.0,0.0,0.0,5000,123.0
2772,107.76,2008,2.0,2.0,2.0,1.0,0.0,1.0,1.0,455,101.0
2773,92.9,2012,2.0,2.0,1.0,1.0,0.0,1.0,0.0,5000,52.0
2774,63.59,1996,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1075,23.0
2775,93.9,2006,2.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,45.0
2776,58.43,2006,1.0,1.0,1.0,2.0,0.0,1.0,1.0,552,22.0
2777,60.0,1998,2.0,1.0,2.0,1.0,0.0,1.0,0.0,892,71.0
2778,89.86,2012,2.0,2.0,2.0,1.0,0.0,1.0,1.0,5000,80.0
2779,96.31,1998,2.0,2.0,3.0,1.0,1.0,0.0,0.0,638,43.0
2780,45.0,1997,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1101,52.0
2781,184.77,2001,4.0,2.0,3.0,1.0,0.0,1.0,0.0,525,25.0
2782,138.64,2009,3.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,61.0
2783,54.6,1984,2.0,1.0,2.0,2.0,0.0,1.0,0.0,705,71.0
2784,57.78,1987,2.0,1.0,3.0,1.0,1.0,0.0,0.0,661,131.0
2785,128.0,2004,3.0,2.0,2.0,1.0,0.0,1.0,1.0,5000,53.0
2786,77.0,2014,2.0,2.0,3.0,2.0,1.0,0.0,0.0,5000,33.0
2787,87.78,1997,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1017,112.0
2788,50.23,1994,1.0,1.0,3.0,1.0,0.0,0.0,1.0,840,127.0
2789,65.0,2004,2.0,1.0,3.0,2.0,0.0,1.0,0.0,5000,132.0
2790,131.0,2003,3.0,2.0,3.0,1.0,0.0,1.0,1.0,5000,108.0
2791,117.63,2005,2.0,2.0,1.0,1.0,0.0,0.0,0.0,330,131.0
2792,198.0,2005,4.0,2.0,3.0,2.0,0.0,1.0,0.0,721,6.0
2793,46.0,1998,1.0,1.0,2.0,9.0,0.0,1.0,1.0,5000,61.0
2794,65.0,1994,2.0,2.0,2.0,1.0,0.0,1.0,0.0,303,6.0
2795,88.74,2005,2.0,2.0,3.0,2.0,0.0,1.0,0.0,5000,115.0
2796,48.0,2012,2.0,2.0,3.0,2.0,0.0,1.0,0.0,5000,10.0
2797,99.0,2016,3.0,2.0,2.0,2.0,1.0,0.0,0.0,5000,81.0
2798,85.0,2003,3.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,3.0
2799,40.0,1995,1.0,1.0,2.0,1.0,0.0,1.0,1.0,5000,68.0
2800,59.7,2005,2.0,2.0,3.0,2.0,0.0,0.0,1.0,5000,76.0
2801,99.8,2006,3.0,2.0,3.0,2.0,0.0,1.0,0.0,5000,33.0
2802,65.31,1993,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1084,112.0
2803,91.0,1998,3.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,103.0
2804,170.57,2005,4.0,2.0,1.0,2.0,0.0,1.0,1.0,483,40.0
2805,118.15,2004,3.0,2.0,1.0,10.0,0.0,1.0,0.0,5000,112.0
2806,136.0,2008,3.0,2.0,2.0,1.0,0.0,1.0,1.0,407,6.0
2807,33.25,1957,1.0,1.0,2.0,1.0,0.0,1.0,1.0,593,21.0
2808,74.6,2013,2.0,1.0,2.0,1.0,0.0,1.0,0.0,5000,61.0
2809,61.81,1996,2.0,1.0,1.0,1.0,0.0,1.0,1.0,367,131.0
2810,92.9,2006,2.0,2.0,2.0,1.0,1.0,0.0,1.0,5000,112.0
2811,135.0,2000,3.0,2.0,3.0,1.0,0.0,1.0,1.0,500,126.0
2812,93.1,2003,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1163,5.0
2813,88.0,2015,3.0,2.0,3.0,2.0,0.0,1.0,1.0,607,96.0
2814,96.0,2002,2.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,94.0
2815,89.6,2013,2.0,2.0,2.0,2.0,0.0,1.0,0.0,412,60.0
2816,90.0,2011,4.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,59.0
2817,109.09,2004,2.0,2.0,2.0,1.0,0.0,1.0,0.0,927,78.0
2818,50.36,1999,1.0,1.0,2.0,1.0,0.0,1.0,0.0,900,24.0
2819,103.4,2013,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1156,30.0
2820,78.9,1997,2.0,1.0,1.0,1.0,0.0,1.0,0.0,5000,16.0
2821,112.77,2007,2.0,2.0,2.0,1.0,0.0,0.0,1.0,365,86.0
2822,100.7,2008,2.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,89.0
2823,77.45,1994,3.0,1.0,3.0,2.0,1.0,0.0,0.0,269,127.0
2824,77.33,2003,2.0,1.0,3.0,2.0,0.0,1.0,1.0,5000,19.0
2825,89.4,2009,2.0,2.0,2.0,2.0,0.0,1.0,1.0,487,54.0
2826,96.0,2007,3.0,2.0,3.0,2.0,0.0,1.0,0.0,1104,54.0
2827,136.0,2005,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1158,26.0
2828,141.9,2003,3.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,35.0
2829,237.13,2010,3.0,2.0,3.0,2.0,0.0,1.0,1.0,232,13.0
2830,93.0,2013,2.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,61.0
2831,97.0,2005,2.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,41.0
2832,115.0,2015,3.0,2.0,3.0,1.0,0.0,1.0,0.0,5000,58.0
2833,121.0,2007,2.0,2.0,3.0,1.0,0.0,1.0,1.0,142,13.0
2834,53.9,1999,1.0,1.0,3.0,1.0,0.0,1.0,1.0,826,105.0
2835,70.7,2005,2.0,2.0,2.0,1.0,0.0,1.0,1.0,5000,9.0
2836,56.53,1995,2.0,1.0,3.0,1.0,0.0,0.0,0.0,925,52.0
2837,85.0,1996,2.0,2.0,2.0,1.0,0.0,1.0,1.0,5000,10.0
2838,90.0,2015,3.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,10.0
2839,85.2,2000,2.0,2.0,2.0,1.0,0.0,1.0,1.0,219,66.0
2840,39.8,1990,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5000,11.0
2841,339.98,2005,3.0,2.0,2.0,2.0,0.0,1.0,0.0,977,25.0
2842,90.58,2003,2.0,2.0,1.0,2.0,0.0,1.0,1.0,945,116.0
2843,88.0,2007,2.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,62.0
2844,149.0,2006,3.0,2.0,1.0,1.0,0.0,1.0,1.0,142,13.0
2845,88.0,1996,3.0,1.0,1.0,2.0,0.0,1.0,1.0,195,31.0
2846,97.0,2003,2.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,75.0
2847,56.7,2005,1.0,1.0,2.0,1.0,0.0,1.0,1.0,387,41.0
2848,82.7,2009,2.0,2.0,3.0,2.0,0.0,1.0,0.0,5000,33.0
2849,105.0,2007,3.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,77.0
2850,34.0,1998,1.0,1.0,2.0,1.0,0.0,1.0,0.0,349,42.0
2851,151.69,2016,3.0,2.0,2.0,5.0,0.0,1.0,1.0,790,122.0
2852,121.56,2005,3.0,2.0,1.0,2.0,0.0,0.0,1.0,5000,94.0
2853,67.1,1992,2.0,1.0,3.0,2.0,0.0,0.0,0.0,210,6.0
2854,167.16,2003,3.0,2.0,2.0,1.0,1.0,0.0,0.0,383,104.0
2855,101.19,1998,2.0,2.0,2.0,1.0,1.0,0.0,0.0,638,43.0
2856,52.0,1990,2.0,1.0,2.0,2.0,0.0,1.0,1.0,851,44.0
2857,131.0,2000,3.0,2.0,3.0,2.0,0.0,0.0,1.0,353,143.0
2858,122.0,2013,3.0,2.0,2.0,2.0,0.0,1.0,1.0,316,85.0
2859,99.6,2015,3.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,81.0
2860,77.45,2014,2.0,1.0,1.0,2.0,0.0,1.0,0.0,5000,33.0
2861,73.0,2006,2.0,1.0,1.0,2.0,0.0,1.0,1.0,5000,61.0
2862,89.5,2014,3.0,2.0,1.0,1.0,0.0,1.0,1.0,5000,70.0
2863,125.0,2001,3.0,2.0,3.0,1.0,0.0,1.0,0.0,998,19.0
2864,128.0,2005,3.0,2.0,3.0,2.0,0.0,1.0,1.0,921,41.0
2865,86.76,2003,2.0,2.0,1.0,2.0,0.0,1.0,1.0,780,75.0
2866,52.08,1989,2.0,1.0,3.0,1.0,0.0,1.0,1.0,5000,94.0
2867,56.0,2007,1.0,2.0,1.0,1.0,0.0,1.0,0.0,5000,33.0
2868,116.67,2008,2.0,2.0,2.0,2.0,0.0,0.0,1.0,634,42.0
2869,237.13,2002,3.0,2.0,3.0,3.0,0.0,1.0,0.0,995,25.0
2870,46.0,1988,2.0,1.0,3.0,2.0,0.0,1.0,0.0,553,143.0
2871,35.9,1994,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1108,99.0
2872,84.3,1998,3.0,2.0,2.0,1.0,0.0,0.0,1.0,5000,162.0
2873,73.7,2002,2.0,2.0,3.0,1.0,0.0,1.0,0.0,5000,52.0
2874,38.2,1993,1.0,1.0,1.0,2.0,0.0,1.0,0.0,868,27.0
2875,73.0,2007,2.0,1.0,3.0,2.0,0.0,1.0,1.0,5000,33.0
2876,94.96,1991,3.0,1.0,1.0,1.0,0.0,0.0,0.0,764,71.0
2877,65.15,1998,2.0,1.0,2.0,2.0,0.0,0.0,0.0,140,26.0
2878,91.05,2001,2.0,2.0,2.0,1.0,0.0,1.0,1.0,745,103.0
2879,74.6,2014,3.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,61.0
2880,74.8,1999,2.0,2.0,2.0,2.0,0.0,1.0,1.0,481,54.0
2881,81.69,2010,2.0,1.0,3.0,1.0,0.0,1.0,0.0,5000,9.0
2882,71.09,1996,2.0,1.0,3.0,1.0,0.0,1.0,1.0,454,99.0
2883,83.0,2008,2.0,1.0,3.0,1.0,0.0,0.0,1.0,985,72.0
2884,51.77,1994,2.0,1.0,2.0,1.0,1.0,0.0,1.0,954,116.0
2885,75.0,2007,2.0,2.0,2.0,2.0,0.0,0.0,0.0,5000,67.0
2886,150.99,2007,3.0,2.0,2.0,1.0,0.0,0.0,1.0,871,104.0
2887,89.9,2009,3.0,2.0,3.0,2.0,0.0,0.0,0.0,518,113.0
2888,101.0,2004,2.0,2.0,2.0,1.0,0.0,1.0,0.0,319,21.0
2889,80.0,2000,2.0,2.0,1.0,2.0,1.0,0.0,0.0,536,112.0
2890,83.69,2011,2.0,1.0,2.0,2.0,0.0,1.0,1.0,236,40.0
2891,55.0,2012,1.0,1.0,2.0,8.0,1.0,0.0,0.0,5000,22.0
2892,84.0,2004,2.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,49.0
2893,71.94,2005,2.0,1.0,2.0,8.0,0.0,1.0,0.0,330,131.0
2894,227.0,2008,4.0,2.0,3.0,2.0,1.0,0.0,1.0,588,79.0
2895,139.7,2008,3.0,2.0,2.0,1.0,0.0,1.0,1.0,5000,63.0
2896,40.2,1989,1.0,1.0,2.0,2.0,1.0,0.0,1.0,465,134.0
2897,42.69,2001,1.0,1.0,2.0,2.0,0.0,1.0,0.0,741,100.0
2898,77.83,2008,2.0,2.0,3.0,1.0,0.0,1.0,1.0,5000,112.0
2899,62.72,2011,2.0,1.0,2.0,1.0,0.0,1.0,1.0,5000,1.0
2900,88.0,2010,2.0,2.0,1.0,1.0,0.0,1.0,0.0,5000,9.0
2901,38.61,1985,1.0,1.0,3.0,1.0,0.0,0.0,0.0,637,131.0
2902,50.32,1986,2.0,1.0,3.0,1.0,0.0,1.0,0.0,71,11.0
2903,80.2,2014,2.0,2.0,3.0,2.0,1.0,0.0,0.0,5000,33.0
2904,67.34,1993,2.0,1.0,2.0,1.0,0.0,1.0,0.0,467,104.0
2905,100.0,2005,2.0,2.0,2.0,2.0,0.0,1.0,1.0,589,63.0
2906,58.19,1995,2.0,0.0,2.0,1.0,0.0,1.0,1.0,5000,103.0
2907,159.63,2003,3.0,2.0,3.0,1.0,0.0,1.0,0.0,463,6.0
2908,127.62,2001,3.0,2.0,2.0,1.0,1.0,0.0,1.0,5000,34.0
2909,81.69,2010,2.0,1.0,3.0,1.0,0.0,1.0,0.0,5000,9.0
2910,55.0,1996,2.0,1.0,2.0,2.0,0.0,1.0,1.0,5000,154.0
2911,146.4,2015,3.0,2.0,2.0,1.0,1.0,0.0,0.0,859,89.0
2912,314.8,2012,4.0,3.0,3.0,2.0,0.0,1.0,1.0,790,122.0
2913,89.02,2011,2.0,2.0,2.0,2.0,0.0,0.0,0.0,5000,29.0
2914,60.67,1979,2.0,1.0,3.0,1.0,0.0,1.0,0.0,915,2.0
2915,72.15,1999,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1072,41.0
2916,77.0,1996,2.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,23.0
2917,90.0,2010,2.0,2.0,1.0,1.0,0.0,1.0,0.0,5000,58.0
2918,101.01,2005,2.0,2.0,1.0,2.0,1.0,0.0,0.0,922,41.0
2919,212.7,2006,4.0,2.0,3.0,1.0,0.0,1.0,1.0,382,89.0
2920,70.2,2012,2.0,1.0,3.0,2.0,0.0,1.0,0.0,876,32.0
2921,105.8,2009,3.0,2.0,1.0,1.0,0.0,1.0,0.0,5000,36.0
2922,67.0,2015,1.0,1.0,2.0,2.0,1.0,0.0,0.0,5000,64.0
2923,67.8,2004,1.0,2.0,3.0,1.0,0.0,0.0,1.0,292,28.0
2924,127.6,2013,3.0,2.0,2.0,8.0,0.0,1.0,1.0,5000,49.0
2925,82.42,2014,3.0,1.0,1.0,1.0,1.0,0.0,1.0,59,77.0
2926,89.0,2007,2.0,2.0,2.0,8.0,0.0,1.0,1.0,5000,34.0
2927,38.0,1987,1.0,1.0,3.0,1.0,0.0,1.0,1.0,640,11.0
2928,59.7,1990,2.0,2.0,2.0,1.0,0.0,1.0,0.0,569,26.0
2929,142.89,2010,3.0,2.0,2.0,2.0,0.0,1.0,1.0,462,17.0
2930,99.0,2000,3.0,1.0,2.0,2.0,0.0,1.0,0.0,559,43.0
2931,51.8,2008,1.0,1.0,3.0,1.0,0.0,1.0,0.0,5000,61.0
2932,97.0,2000,3.0,1.0,2.0,1.0,0.0,1.0,0.0,5000,10.0
2933,73.7,1996,2.0,1.0,3.0,1.0,0.0,1.0,1.0,5000,12.0
2934,58.4,2007,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5000,67.0
2935,274.0,2011,4.0,2.0,1.0,2.0,1.0,0.0,0.0,5000,52.0
2936,189.0,2014,3.0,2.0,2.0,2.0,1.0,0.0,1.0,770,55.0
2937,120.0,2008,3.0,2.0,3.0,2.0,1.0,0.0,1.0,5000,39.0
2938,41.0,1998,1.0,1.0,2.0,1.0,0.0,1.0,0.0,892,71.0
2939,79.7,2015,2.0,1.0,3.0,1.0,1.0,0.0,1.0,5000,19.0
2940,137.45,2011,3.0,2.0,3.0,1.0,0.0,1.0,0.0,5000,5.0
2941,80.57,2006,2.0,2.0,3.0,2.0,0.0,1.0,1.0,597,33.0
2942,143.09,2005,3.0,2.0,1.0,1.0,0.0,1.0,0.0,512,34.0
2943,170.0,2005,3.0,2.0,2.0,2.0,0.0,0.0,1.0,713,104.0
2944,79.0,1992,3.0,1.0,2.0,2.0,0.0,1.0,1.0,5000,10.0
2945,78.85,2012,2.0,2.0,3.0,1.0,0.0,1.0,0.0,5000,33.0
