,area,buildtime,room_num,hall_num,floor,dire,exemption of business tax,exemption of double tax,quality education,distance,loc
1076,226.0,2011,3.0,2.0,1.0,1.0,1.0,0.0,0.0,5000,77.0
1077,28.9,1982,1.0,0.0,1.0,1.0,1.0,0.0,1.0,272,46.0
1078,52.0,1982,2.0,1.0,2.0,1.0,0.0,1.0,0.0,311,98.0
1079,60.07,2011,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5000,59.0
1080,90.0,1995,2.0,2.0,3.0,1.0,1.0,0.0,0.0,5000,114.0
1081,96.3,2016,2.0,2.0,1.0,2.0,1.0,0.0,0.0,5000,19.0
1082,58.83,1989,2.0,1.0,3.0,1.0,0.0,1.0,1.0,401,44.0
1083,136.0,2002,3.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,75.0
1084,48.17,1994,1.0,1.0,2.0,1.0,0.0,1.0,1.0,556,27.0
1085,58.0,1995,2.0,1.0,3.0,1.0,0.0,1.0,1.0,280,42.0
1086,112.7,2005,3.0,2.0,2.0,2.0,0.0,0.0,0.0,5000,57.0
1087,134.6,2008,3.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,20.0
1088,90.0,2018,3.0,2.0,3.0,1.0,0.0,0.0,0.0,5000,70.0
1089,42.0,2014,2.0,2.0,3.0,2.0,0.0,1.0,1.0,88,10.0
1090,139.81,2006,2.0,2.0,3.0,1.0,0.0,1.0,1.0,439,13.0
1091,142.0,2004,3.0,2.0,3.0,1.0,0.0,1.0,0.0,5000,26.0
1092,76.0,2011,2.0,1.0,2.0,1.0,1.0,0.0,1.0,5000,95.0
1093,149.0,2016,4.0,2.0,1.0,2.0,0.0,1.0,0.0,5000,62.0
1094,120.83,2005,2.0,1.0,1.0,1.0,0.0,0.0,0.0,906,78.0
1095,93.63,1996,3.0,1.0,3.0,1.0,0.0,1.0,1.0,5000,141.0
1096,65.6,2014,2.0,1.0,2.0,2.0,1.0,0.0,0.0,5000,22.0
1097,121.56,2005,3.0,2.0,1.0,2.0,0.0,0.0,1.0,5000,115.0
1098,144.8,1997,4.0,2.0,2.0,2.0,0.0,0.0,1.0,840,127.0
1099,30.95,1986,1.0,1.0,2.0,1.0,0.0,1.0,1.0,400,51.0
1100,64.0,1990,2.0,1.0,2.0,1.0,1.0,0.0,1.0,440,26.0
1101,94.87,2010,2.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,9.0
1102,99.8,2006,3.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,33.0
1103,166.0,2014,3.0,2.0,2.0,1.0,0.0,1.0,0.0,5000,84.0
1104,77.12,2005,2.0,2.0,2.0,2.0,0.0,1.0,1.0,860,33.0
1105,89.0,2006,3.0,1.0,1.0,2.0,0.0,1.0,0.0,582,50.0
1106,89.0,2008,3.0,2.0,2.0,9.0,0.0,1.0,1.0,487,54.0
1107,125.0,2007,3.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,96.0
1108,48.0,1988,2.0,1.0,3.0,1.0,0.0,1.0,0.0,289,6.0
1109,88.9,2012,3.0,2.0,2.0,2.0,0.0,1.0,0.0,681,41.0
1110,118.9,2004,2.0,2.0,2.0,1.0,0.0,1.0,0.0,306,142.0
1111,80.0,2008,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1148,36.0
1112,87.6,2003,2.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,27.0
1113,61.0,2016,3.0,2.0,3.0,1.0,1.0,0.0,0.0,5000,7.0
1114,79.98,1999,2.0,1.0,3.0,1.0,0.0,0.0,0.0,660,127.0
1115,122.03,2004,3.0,2.0,3.0,1.0,0.0,0.0,1.0,829,23.0
1116,43.03,1998,1.0,1.0,2.0,1.0,0.0,0.0,1.0,5000,128.0
1117,61.1,2011,1.0,1.0,3.0,1.0,1.0,0.0,1.0,508,40.0
1118,87.0,2011,3.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,39.0
1119,248.0,2014,4.0,2.0,3.0,2.0,0.0,1.0,0.0,173,98.0
1120,106.2,2004,2.0,2.0,2.0,2.0,0.0,1.0,1.0,921,41.0
1121,142.4,2005,3.0,2.0,1.0,2.0,0.0,1.0,0.0,721,6.0
1122,79.0,1985,2.0,2.0,1.0,1.0,0.0,1.0,1.0,308,113.0
1123,136.0,2011,3.0,2.0,2.0,1.0,1.0,0.0,1.0,862,4.0
1124,67.92,2015,2.0,1.0,1.0,2.0,1.0,0.0,0.0,5000,33.0
1125,56.5,2000,2.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,40.0
1126,60.73,2011,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1172,52.0
1127,213.0,2004,4.0,2.0,3.0,1.0,0.0,1.0,1.0,1086,79.0
1128,130.0,2008,3.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,57.0
1129,70.0,2013,2.0,1.0,1.0,1.0,0.0,1.0,1.0,5000,26.0
1130,79.79,1998,2.0,1.0,2.0,1.0,1.0,0.0,1.0,682,12.0
1131,80.79,2005,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1030,9.0
1132,76.0,2014,2.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,33.0
1133,95.2,2008,3.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,61.0
1134,88.36,2007,2.0,2.0,1.0,2.0,0.0,1.0,1.0,627,23.0
1135,116.56,1993,2.0,2.0,1.0,1.0,1.0,0.0,0.0,361,84.0
1136,73.93,2010,2.0,2.0,1.0,2.0,0.0,0.0,0.0,5000,33.0
1137,48.8,1994,2.0,0.0,3.0,2.0,1.0,0.0,0.0,5000,124.0
1138,65.72,1997,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1053,120.0
1139,109.0,2003,2.0,2.0,3.0,2.0,0.0,1.0,0.0,227,91.0
1140,62.62,1994,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5000,124.0
1141,116.37,2005,2.0,2.0,3.0,1.0,0.0,1.0,0.0,906,78.0
1142,183.0,2014,3.0,2.0,3.0,2.0,1.0,0.0,0.0,407,86.0
1143,114.0,2014,2.0,2.0,1.0,2.0,0.0,1.0,0.0,5000,29.0
1144,87.76,2009,2.0,2.0,1.0,1.0,0.0,0.0,1.0,708,112.0
1145,187.0,2014,4.0,2.0,3.0,1.0,0.0,1.0,1.0,885,101.0
1146,70.84,1990,2.0,1.0,3.0,3.0,0.0,1.0,1.0,5000,94.0
1147,83.26,2008,2.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,61.0
1148,33.5,1993,1.0,0.0,3.0,1.0,0.0,1.0,0.0,5000,124.0
1149,124.0,2004,3.0,2.0,1.0,1.0,0.0,1.0,1.0,995,27.0
1150,53.0,2002,2.0,1.0,2.0,1.0,0.0,1.0,1.0,769,55.0
1151,105.37,2006,3.0,2.0,3.0,2.0,0.0,1.0,0.0,933,37.0
1152,66.45,1987,3.0,1.0,1.0,1.0,0.0,0.0,1.0,451,112.0
1153,95.0,2013,3.0,2.0,1.0,2.0,0.0,1.0,0.0,807,77.0
1154,53.32,2001,1.0,1.0,3.0,5.0,0.0,1.0,1.0,427,42.0
1155,264.0,2005,3.0,2.0,1.0,2.0,0.0,1.0,0.0,783,25.0
1156,314.84,2004,4.0,2.0,2.0,3.0,0.0,1.0,0.0,995,25.0
1157,50.33,1995,2.0,1.0,1.0,1.0,0.0,0.0,1.0,780,127.0
1158,189.4,2005,4.0,2.0,3.0,1.0,1.0,0.0,1.0,440,89.0
1159,43.98,1995,1.0,1.0,2.0,1.0,0.0,1.0,1.0,5000,65.0
1160,86.0,2003,2.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,5.0
1161,104.4,1997,3.0,2.0,2.0,1.0,1.0,0.0,0.0,831,112.0
1162,160.8,2015,3.0,2.0,3.0,3.0,0.0,1.0,0.0,5000,43.0
1163,51.0,1995,2.0,1.0,1.0,1.0,1.0,0.0,1.0,5000,68.0
1164,137.28,1997,3.0,2.0,3.0,1.0,0.0,1.0,1.0,699,112.0
1165,117.0,2015,3.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,61.0
1166,63.32,2010,1.0,2.0,3.0,1.0,0.0,0.0,1.0,5000,127.0
1167,127.2,2006,3.0,2.0,3.0,2.0,1.0,0.0,1.0,618,33.0
1168,219.0,2015,4.0,2.0,3.0,2.0,1.0,0.0,1.0,885,101.0
1169,98.48,1998,2.0,1.0,2.0,1.0,0.0,1.0,1.0,541,37.0
1170,46.74,1995,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5000,62.0
1171,89.0,2012,2.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,77.0
1172,117.62,2010,3.0,2.0,2.0,1.0,0.0,1.0,1.0,455,101.0
1173,87.0,2005,2.0,2.0,2.0,1.0,0.0,0.0,0.0,5000,115.0
1174,138.0,2011,3.0,2.0,3.0,2.0,0.0,1.0,0.0,1044,17.0
1175,55.6,2009,1.0,2.0,3.0,1.0,0.0,0.0,0.0,5000,33.0
1176,42.75,1994,1.0,1.0,3.0,1.0,0.0,0.0,1.0,780,127.0
1177,86.86,2001,2.0,1.0,2.0,2.0,0.0,1.0,0.0,439,27.0
1178,45.0,1994,2.0,0.0,3.0,1.0,0.0,1.0,0.0,1074,21.0
1179,123.0,2009,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1063,85.0
1180,81.0,2014,2.0,2.0,3.0,2.0,0.0,1.0,0.0,5000,36.0
1181,188.6,2014,4.0,2.0,1.0,2.0,0.0,1.0,0.0,5000,128.0
1182,47.64,1985,2.0,1.0,1.0,1.0,0.0,0.0,1.0,5000,76.0
1183,90.76,2007,2.0,2.0,2.0,2.0,0.0,1.0,0.0,263,10.0
1184,82.0,2016,3.0,2.0,2.0,2.0,1.0,0.0,0.0,5000,7.0
1185,131.0,2000,3.0,2.0,3.0,2.0,0.0,0.0,1.0,353,143.0
1186,61.8,1996,2.0,1.0,2.0,1.0,0.0,1.0,1.0,714,126.0
1187,100.1,2007,3.0,2.0,3.0,2.0,0.0,1.0,0.0,5000,75.0
1188,390.0,2010,4.0,3.0,2.0,3.0,1.0,0.0,0.0,694,25.0
1189,118.89,2007,3.0,2.0,1.0,1.0,0.0,1.0,1.0,5000,112.0
1190,83.81,2012,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1155,37.0
1191,43.0,1998,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1053,120.0
1192,109.6,2005,2.0,2.0,1.0,1.0,0.0,1.0,1.0,274,84.0
1193,153.0,2001,3.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,36.0
1194,76.69,2012,2.0,1.0,2.0,1.0,0.0,1.0,1.0,655,16.0
1195,71.0,2010,2.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,3.0
1196,295.83,2015,5.0,2.0,3.0,1.0,0.0,1.0,0.0,715,41.0
1197,110.0,2012,2.0,2.0,3.0,5.0,1.0,0.0,1.0,666,49.0
1198,94.05,2016,3.0,2.0,1.0,2.0,1.0,0.0,0.0,5000,57.0
1199,123.0,2007,3.0,2.0,3.0,2.0,0.0,1.0,1.0,627,23.0
1200,80.0,2017,3.0,2.0,1.0,2.0,1.0,0.0,0.0,5000,7.0
1201,57.0,2015,1.0,1.0,3.0,1.0,0.0,1.0,1.0,5000,61.0
1202,150.8,2005,3.0,2.0,3.0,2.0,1.0,0.0,1.0,619,79.0
1203,51.0,2000,2.0,1.0,1.0,2.0,0.0,1.0,0.0,104,86.0
1204,131.11,1999,3.0,2.0,2.0,1.0,0.0,1.0,0.0,813,120.0
1205,159.5,2012,4.0,3.0,1.0,2.0,1.0,0.0,1.0,5000,20.0
1206,89.0,2009,2.0,2.0,2.0,2.0,0.0,1.0,1.0,407,144.0
1207,69.0,2004,1.0,2.0,1.0,1.0,1.0,0.0,0.0,551,52.0
1208,91.0,1994,2.0,2.0,2.0,1.0,0.0,1.0,1.0,287,62.0
1209,58.99,2006,1.0,1.0,3.0,1.0,0.0,1.0,1.0,918,54.0
1210,41.02,1994,1.0,1.0,3.0,1.0,0.0,1.0,1.0,954,116.0
1211,84.0,2013,3.0,1.0,2.0,2.0,1.0,0.0,0.0,5000,32.0
1212,97.7,2002,2.0,1.0,2.0,1.0,0.0,1.0,0.0,536,6.0
1213,80.0,2005,2.0,2.0,3.0,2.0,0.0,1.0,1.0,307,54.0
1214,89.0,2012,3.0,1.0,2.0,2.0,0.0,0.0,1.0,5000,23.0
1215,92.0,2013,3.0,2.0,1.0,2.0,0.0,0.0,1.0,5000,29.0
1216,89.0,2012,2.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,18.0
1217,74.0,1995,2.0,2.0,1.0,2.0,0.0,1.0,0.0,583,96.0
1218,141.07,2014,3.0,2.0,2.0,2.0,1.0,0.0,1.0,440,85.0
1219,77.6,2015,2.0,2.0,1.0,1.0,0.0,1.0,1.0,402,19.0
1220,81.31,1996,2.0,1.0,2.0,8.0,0.0,1.0,1.0,5000,145.0
1221,139.92,2002,3.0,2.0,2.0,2.0,0.0,1.0,1.0,439,112.0
1222,123.0,2004,3.0,2.0,3.0,2.0,0.0,1.0,0.0,439,67.0
1223,90.0,2011,2.0,2.0,1.0,2.0,0.0,1.0,0.0,420,23.0
1224,81.2,1996,2.0,2.0,2.0,2.0,0.0,1.0,1.0,696,8.0
1225,145.0,2001,3.0,2.0,2.0,1.0,0.0,1.0,1.0,5000,34.0
1226,63.63,2010,2.0,1.0,3.0,1.0,0.0,1.0,0.0,5000,5.0
1227,83.65,1995,2.0,2.0,1.0,1.0,0.0,1.0,1.0,5000,10.0
1228,120.0,2008,3.0,2.0,3.0,1.0,0.0,0.0,0.0,485,146.0
1229,88.7,2011,3.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,12.0
1230,85.96,2005,2.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,5.0
1231,121.88,1998,3.0,2.0,1.0,1.0,0.0,1.0,1.0,5000,10.0
1232,82.0,2010,2.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,39.0
1233,54.7,1995,2.0,1.0,3.0,2.0,0.0,1.0,1.0,598,44.0
1234,81.0,2008,2.0,2.0,1.0,2.0,0.0,1.0,1.0,59,77.0
1235,43.9,1996,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5000,65.0
1236,73.9,2012,2.0,2.0,3.0,1.0,0.0,1.0,0.0,5000,112.0
1237,229.05,2002,4.0,2.0,3.0,1.0,0.0,0.0,0.0,868,78.0
1238,107.4,2004,2.0,2.0,2.0,2.0,0.0,1.0,1.0,387,41.0
1239,45.0,1992,1.0,1.0,2.0,2.0,0.0,1.0,1.0,5000,71.0
1240,124.0,2010,3.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,61.0
1241,49.74,1995,1.0,1.0,3.0,1.0,0.0,1.0,1.0,342,55.0
1242,48.0,1997,1.0,1.0,2.0,1.0,0.0,1.0,1.0,5000,115.0
1243,87.1,2010,2.0,2.0,2.0,1.0,0.0,1.0,1.0,546,49.0
1244,82.0,2008,2.0,1.0,1.0,2.0,0.0,1.0,1.0,59,77.0
1245,55.29,1996,2.0,1.0,2.0,1.0,0.0,0.0,0.0,5000,65.0
1246,118.0,2002,2.0,2.0,3.0,2.0,0.0,1.0,0.0,477,134.0
1247,115.6,2005,3.0,2.0,1.0,2.0,0.0,1.0,0.0,5000,34.0
1248,73.8,1996,3.0,1.0,3.0,1.0,0.0,1.0,0.0,387,44.0
1249,82.0,2013,2.0,2.0,1.0,2.0,1.0,0.0,1.0,5000,147.0
1250,48.0,2001,1.0,1.0,2.0,2.0,0.0,0.0,0.0,5000,52.0
1251,136.0,2010,4.0,2.0,3.0,2.0,0.0,1.0,1.0,455,101.0
1252,35.0,1999,1.0,1.0,2.0,1.0,0.0,1.0,1.0,172,44.0
1253,55.8,1993,2.0,1.0,2.0,1.0,0.0,1.0,1.0,5000,45.0
1254,116.19,1999,3.0,2.0,2.0,1.0,0.0,1.0,0.0,813,120.0
1255,173.4,2006,3.0,2.0,1.0,1.0,0.0,1.0,1.0,294,38.0
1256,53.9,1997,1.0,1.0,2.0,1.0,0.0,1.0,1.0,340,120.0
1257,62.6,1996,2.0,2.0,1.0,2.0,0.0,1.0,1.0,243,30.0
1258,76.0,2007,2.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,61.0
1259,83.0,2015,2.0,2.0,2.0,2.0,1.0,0.0,1.0,5000,72.0
1260,52.25,1992,1.0,1.0,3.0,1.0,0.0,1.0,1.0,284,13.0
1261,112.7,2009,2.0,2.0,3.0,1.0,0.0,1.0,1.0,365,86.0
1262,59.2,2015,3.0,2.0,1.0,2.0,1.0,0.0,1.0,5000,3.0
1263,62.0,2012,1.0,2.0,2.0,2.0,0.0,1.0,1.0,59,77.0
1264,50.04,1984,2.0,1.0,3.0,1.0,0.0,1.0,1.0,394,104.0
1265,128.49,2010,3.0,2.0,2.0,1.0,0.0,1.0,0.0,5000,10.0
1266,82.31,1997,3.0,1.0,3.0,1.0,0.0,1.0,1.0,795,120.0
1267,40.0,2009,2.0,1.0,2.0,1.0,0.0,1.0,0.0,5000,138.0
1268,71.36,2013,2.0,1.0,3.0,1.0,1.0,0.0,1.0,5000,22.0
1269,67.4,1995,2.0,1.0,1.0,1.0,0.0,1.0,1.0,554,26.0
1270,60.39,1995,1.0,1.0,2.0,1.0,0.0,1.0,0.0,937,48.0
1271,80.95,1993,2.0,2.0,2.0,1.0,1.0,0.0,1.0,5000,10.0
1272,94.8,2014,2.0,2.0,1.0,1.0,0.0,0.0,1.0,956,12.0
1273,119.68,2015,3.0,2.0,1.0,1.0,0.0,1.0,0.0,323,48.0
1274,95.3,2000,3.0,2.0,2.0,2.0,0.0,1.0,1.0,432,66.0
1275,51.0,1993,1.0,1.0,3.0,1.0,0.0,0.0,1.0,310,84.0
1276,92.36,2001,3.0,1.0,1.0,2.0,0.0,1.0,1.0,5000,42.0
1277,98.67,2009,3.0,2.0,1.0,2.0,0.0,1.0,0.0,5000,33.0
1278,81.7,2006,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1165,102.0
1279,94.0,2008,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1104,54.0
1280,88.6,2009,2.0,2.0,2.0,2.0,1.0,0.0,1.0,736,74.0
1281,65.39,1996,2.0,1.0,2.0,1.0,0.0,1.0,1.0,243,30.0
1282,50.0,2006,1.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,61.0
1283,304.0,2004,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1049,53.0
1284,135.0,2000,3.0,2.0,3.0,1.0,0.0,1.0,1.0,500,126.0
1285,120.0,2010,3.0,2.0,1.0,2.0,0.0,1.0,0.0,5000,39.0
1286,59.85,1994,2.0,1.0,3.0,1.0,0.0,1.0,1.0,942,41.0
1287,80.8,2015,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1021,19.0
1288,92.72,2009,2.0,2.0,3.0,2.0,0.0,1.0,1.0,1198,112.0
1289,95.0,2002,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1105,71.0
1290,125.3,2015,3.0,2.0,3.0,2.0,1.0,0.0,0.0,691,97.0
1291,140.0,2006,3.0,2.0,3.0,2.0,0.0,1.0,1.0,870,109.0
1292,231.89,2006,4.0,3.0,3.0,2.0,0.0,1.0,1.0,385,40.0
1293,66.02,2011,1.0,2.0,2.0,2.0,0.0,0.0,0.0,783,148.0
1294,96.09,2006,2.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,5.0
1295,67.2,2009,2.0,1.0,3.0,1.0,0.0,1.0,1.0,5000,61.0
1296,64.75,1982,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1105,2.0
1297,93.0,2007,3.0,2.0,3.0,3.0,0.0,1.0,1.0,5000,61.0
1298,94.8,2011,2.0,2.0,3.0,2.0,0.0,1.0,1.0,956,12.0
1299,131.84,1999,3.0,2.0,2.0,1.0,0.0,1.0,0.0,813,120.0
1300,88.91,2003,3.0,2.0,3.0,2.0,0.0,1.0,1.0,477,113.0
1301,38.65,1988,1.0,1.0,3.0,1.0,0.0,1.0,1.0,5000,94.0
1302,81.7,2006,2.0,2.0,3.0,1.0,0.0,1.0,0.0,263,10.0
1303,88.0,2012,3.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,39.0
1304,88.74,2014,3.0,2.0,1.0,2.0,0.0,1.0,0.0,5000,22.0
1305,124.0,2002,3.0,2.0,2.0,2.0,1.0,0.0,1.0,573,110.0
1306,139.81,2006,2.0,2.0,3.0,1.0,0.0,1.0,1.0,439,13.0
1307,95.0,2008,3.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,61.0
1308,149.42,2000,4.0,3.0,3.0,1.0,0.0,1.0,1.0,751,41.0
1309,69.5,2016,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5000,58.0
1310,77.33,2012,2.0,2.0,3.0,2.0,0.0,1.0,0.0,5000,59.0
1311,55.4,1997,2.0,1.0,3.0,1.0,0.0,1.0,0.0,645,135.0
1312,54.73,1991,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1085,11.0
1313,51.7,2008,1.0,2.0,2.0,2.0,0.0,1.0,1.0,722,54.0
1314,99.58,2012,2.0,1.0,3.0,1.0,0.0,1.0,1.0,5000,82.0
1315,58.83,1999,2.0,1.0,2.0,2.0,0.0,1.0,0.0,914,24.0
1316,60.36,2008,1.0,1.0,2.0,2.0,1.0,0.0,1.0,860,33.0
1317,63.0,1988,2.0,1.0,3.0,2.0,0.0,1.0,1.0,325,26.0
1318,55.0,2008,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1152,102.0
1319,32.0,1985,1.0,1.0,1.0,1.0,0.0,1.0,1.0,555,84.0
1320,95.0,2014,3.0,2.0,2.0,2.0,0.0,0.0,0.0,569,149.0
1321,85.96,2005,2.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,5.0
1322,61.01,1996,2.0,1.0,3.0,1.0,0.0,1.0,0.0,411,130.0
1323,75.92,1999,2.0,2.0,3.0,1.0,0.0,0.0,1.0,5000,65.0
1324,95.0,2012,2.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,33.0
1325,88.43,2015,2.0,2.0,2.0,2.0,1.0,0.0,0.0,757,128.0
1326,58.0,1995,2.0,1.0,1.0,1.0,0.0,1.0,1.0,992,26.0
1327,95.3,2014,3.0,2.0,1.0,1.0,1.0,0.0,1.0,5000,12.0
1328,346.1,2009,4.0,2.0,3.0,3.0,1.0,0.0,0.0,694,25.0
1329,115.0,2010,3.0,2.0,2.0,2.0,0.0,1.0,0.0,5000,45.0
1330,98.0,2013,3.0,2.0,3.0,2.0,0.0,0.0,0.0,807,77.0
1331,58.07,1994,2.0,1.0,2.0,2.0,0.0,1.0,1.0,406,131.0
1332,74.0,2015,2.0,2.0,3.0,2.0,0.0,1.0,0.0,5000,61.0
1333,38.6,1995,1.0,1.0,2.0,2.0,0.0,1.0,1.0,554,26.0
1334,55.22,2005,1.0,1.0,2.0,1.0,0.0,1.0,1.0,5000,112.0
1335,64.3,2005,2.0,2.0,2.0,1.0,0.0,1.0,0.0,362,146.0
1336,126.21,1999,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1048,108.0
1337,97.0,2000,2.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,37.0
1338,100.53,2003,2.0,2.0,1.0,1.0,0.0,0.0,0.0,191,131.0
1339,83.0,2003,2.0,2.0,2.0,2.0,0.0,1.0,1.0,713,51.0
1340,74.2,2008,2.0,2.0,3.0,1.0,0.0,1.0,0.0,61,59.0
1341,77.0,2015,2.0,2.0,1.0,1.0,1.0,0.0,0.0,5000,90.0
1342,96.51,2013,3.0,2.0,2.0,1.0,0.0,0.0,1.0,5000,61.0
1343,100.48,1993,3.0,1.0,2.0,2.0,0.0,0.0,1.0,597,143.0
1344,123.1,2006,2.0,2.0,2.0,1.0,0.0,0.0,1.0,442,131.0
1345,77.0,2013,2.0,2.0,3.0,1.0,0.0,1.0,0.0,5000,33.0
1346,107.52,2011,2.0,2.0,2.0,1.0,0.0,1.0,0.0,5000,5.0
1347,61.0,2016,3.0,2.0,3.0,1.0,1.0,0.0,0.0,5000,7.0
1348,198.0,2005,4.0,2.0,3.0,2.0,0.0,1.0,0.0,721,6.0
1349,138.93,2007,3.0,2.0,1.0,1.0,0.0,1.0,1.0,5000,5.0
1350,77.0,2016,3.0,2.0,2.0,2.0,1.0,0.0,0.0,5000,7.0
1351,80.0,2015,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1190,23.0
1352,195.0,2014,4.0,2.0,3.0,2.0,1.0,0.0,0.0,5000,5.0
1353,77.0,2008,2.0,1.0,3.0,1.0,0.0,1.0,1.0,614,8.0
1354,69.0,2005,2.0,1.0,1.0,1.0,0.0,1.0,1.0,5000,9.0
1355,176.0,2004,3.0,2.0,3.0,2.0,0.0,1.0,1.0,291,38.0
1356,99.4,2006,2.0,2.0,3.0,2.0,0.0,1.0,1.0,5000,89.0
1357,134.6,2008,3.0,2.0,1.0,2.0,0.0,1.0,1.0,5000,20.0
1358,181.1,2006,3.0,2.0,2.0,2.0,0.0,1.0,1.0,633,17.0
1359,75.78,2004,2.0,2.0,2.0,1.0,0.0,1.0,1.0,5000,55.0
1360,82.0,2008,2.0,2.0,2.0,1.0,0.0,1.0,1.0,5000,39.0
1361,115.58,2012,3.0,2.0,2.0,1.0,0.0,1.0,0.0,691,127.0
1362,91.46,2015,2.0,2.0,1.0,2.0,0.0,1.0,1.0,719,19.0
1363,97.09,2001,2.0,2.0,3.0,1.0,0.0,0.0,0.0,393,131.0
1364,81.45,2005,2.0,2.0,3.0,1.0,0.0,1.0,1.0,551,9.0
1365,158.0,2015,3.0,2.0,3.0,2.0,0.0,1.0,0.0,592,37.0
1366,70.8,2009,2.0,1.0,2.0,2.0,0.0,1.0,1.0,938,54.0
1367,62.68,1994,2.0,1.0,2.0,2.0,0.0,0.0,0.0,724,52.0
1368,90.0,2008,1.0,2.0,2.0,1.0,0.0,1.0,1.0,232,13.0
1369,54.56,2012,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1102,70.0
1370,52.03,1993,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1079,145.0
1371,65.0,2010,2.0,2.0,2.0,2.0,0.0,1.0,1.0,694,37.0
1372,64.08,1989,2.0,1.0,1.0,9.0,0.0,0.0,0.0,5000,59.0
1373,83.8,2010,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1150,67.0
1374,56.0,2010,1.0,2.0,2.0,1.0,0.0,1.0,0.0,5000,33.0
1375,25.0,2013,2.0,2.0,1.0,2.0,0.0,1.0,0.0,5000,52.0
1376,146.0,2000,3.0,2.0,2.0,1.0,0.0,1.0,0.0,494,38.0
1377,270.0,2008,4.0,2.0,1.0,3.0,0.0,1.0,1.0,588,79.0
1378,90.89,2007,2.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,45.0
1379,101.49,2007,2.0,2.0,2.0,2.0,1.0,0.0,1.0,682,12.0
1380,113.0,2012,2.0,2.0,3.0,1.0,0.0,1.0,1.0,316,85.0
1381,127.1,2006,3.0,2.0,2.0,2.0,0.0,1.0,1.0,5000,81.0
1382,51.0,1984,2.0,1.0,1.0,1.0,0.0,1.0,1.0,712,143.0
1383,72.0,2018,2.0,2.0,3.0,2.0,1.0,0.0,0.0,5000,7.0
1384,65.0,2004,2.0,1.0,3.0,1.0,1.0,0.0,1.0,5000,65.0
1385,76.5,2013,2.0,2.0,3.0,1.0,0.0,1.0,0.0,5000,33.0
1386,101.59,2012,3.0,1.0,1.0,2.0,0.0,1.0,1.0,5000,65.0
1387,114.0,1996,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1128,96.0
1388,75.0,1995,3.0,1.0,3.0,1.0,0.0,0.0,1.0,571,42.0
