area,buildtime,room_num,hall_num,floor,dire,exemption of business tax,exemption of double tax,quality education,distance,loc,price
68.32,2013,2,1,2,1,0,1,1,394,92,61329
80,2014,2,2,3,2,1,0,0,1156,30,50000
78,2012,2,2,3,2,0,1,0,5000,33,30769
79.1,2006,2,2,3,2,0,1,1,597,33,43616
65,2001,2,2,1,1,0,1,1,123,44,46000
54,1985,2,1,1,1,0,1,1,433,44,42593
84.5,2008,2,2,3,2,0,1,1,5000,45,35740
80,2014,2,2,3,2,1,0,1,5000,9,32500
89.65,1996,2,2,1,1,0,1,1,706,108,36587
72.51,1996,2,1,3,1,0,1,1,5000,35,42063
80,2015,2,2,3,2,0,1,1,5000,61,27500
83,2016,4,2,2,2,1,0,0,5000,7,8072
37.63,1985,1,1,1,1,0,1,1,5000,16,28169
82.33,2004,2,2,1,2,0,1,0,5000,34,39840
80.27,2014,2,1,3,2,0,1,0,5000,33,25165
43,1993,1,1,1,2,0,1,1,453,26,56977
92.8,2014,2,2,2,1,0,1,1,5000,61,40720
71.8,2012,2,2,3,1,1,0,0,5000,95,35515
73,2017,2,2,2,2,1,0,0,5000,7,10959
54,2016,1,2,3,1,0,1,0,5000,57,39630
57.61,2005,1,1,2,1,0,1,1,878,9,39576
89,2012,3,1,2,2,0,1,1,5000,23,34831
210,2016,4,2,3,3,0,1,1,770,55,95238
93.6,2012,3,2,2,1,0,1,1,5000,12,36859
119.9,2008,3,2,3,2,0,1,1,456,50,55796
59.1,2006,1,1,1,2,0,1,0,883,33,36717
376.2,2018,4,3,3,2,1,0,1,770,55,106326
42.8,1989,1,1,1,2,1,0,0,813,109,27570
69.6,2014,2,1,1,2,1,0,0,5000,23,26580
35,2010,2,1,3,1,0,1,0,5000,20,14571
94.43,2013,3,1,3,1,0,1,1,938,54,55067
70.43,1997,2,2,1,2,0,1,1,444,21,56794
96,2016,3,2,3,2,1,0,1,5000,39,34375
150,2017,4,2,3,2,1,0,0,5000,81,36667
125,2011,3,2,1,2,1,0,0,464,110,86400
340,2009,4,2,2,1,0,1,0,694,25,161765
321,2011,4,2,2,2,0,0,0,5000,52,56075
71,2018,2,1,2,1,0,0,0,5000,111,20423
169.51,2018,4,2,2,1,1,0,1,993,55,69612
78,2015,2,1,3,2,0,1,0,5000,112,35897
120,2010,3,2,3,2,0,1,1,456,50,56250
65.42,2009,1,1,2,1,0,0,1,1198,112,40507
66.21,1981,3,1,3,1,1,0,1,490,113,63435
133.02,2004,3,2,3,2,0,0,0,5000,26,72170
91.74,2004,2,2,2,2,1,0,1,5000,51,78701
70.51,1995,2,1,1,1,1,0,1,571,42,59566
96,2017,3,2,1,2,0,1,0,5000,111,39583
80,2015,2,2,3,2,1,0,0,5000,22,33750
89,1996,3,1,2,2,0,1,1,5000,65,48876
75,2008,2,1,2,2,0,1,0,5000,36,34267
128,2000,3,2,2,2,0,1,1,262,91,49219
108.9,2016,3,2,3,1,1,0,0,889,10,35813
117,2001,3,2,2,2,0,0,0,5000,114,22650
79,1985,2,2,1,1,0,1,1,308,113,55063
78.99,2012,2,2,2,2,0,1,0,5000,59,34815
88.34,2003,2,2,3,1,0,1,0,574,40,74711
126,2014,3,2,2,2,0,1,1,1036,63,51190
72,2000,2,1,1,1,1,0,1,512,42,72222
49.6,1986,2,1,2,1,0,1,1,5000,61,37298
58.46,1992,2,1,2,1,0,1,1,5000,8,59528
80.8,2008,2,2,1,2,0,1,0,828,59,41460
284,2013,4,2,2,2,0,1,0,978,25,165458
121.56,2005,3,2,2,2,0,0,1,5000,115,46808
126.9,2003,3,2,3,2,0,1,1,584,84,104019
78,2015,2,2,2,2,0,1,0,5000,112,32179
97.4,2016,2,2,2,2,0,1,1,5000,61,41068
94,2011,3,2,2,2,0,1,0,420,23,36170
112,2005,3,2,3,1,0,1,1,275,5,49107
56,2013,1,2,2,1,1,0,0,5000,33,30357
73.69,2008,2,2,1,2,0,1,0,61,59,48175
80,2014,2,2,2,1,0,1,0,5000,33,26500
265,2006,5,2,3,2,0,1,1,762,79,101132
101.82,2000,2,2,3,1,0,1,0,1139,116,56963
74,2007,2,2,2,2,0,1,0,1148,36,31622
68,1994,2,1,1,7,1,0,1,887,52,34118
71.77,2009,2,1,3,1,0,1,1,938,54,46050
61.9,2006,1,2,3,1,1,0,1,860,33,41195
49.69,1997,1,1,3,2,1,0,1,262,54,58362
92.44,2003,2,2,2,1,0,0,1,488,4,56794
63.51,2013,1,1,2,1,0,1,0,5000,65,50386
76,2011,2,2,1,2,0,1,0,5000,33,30000
66.34,1996,2,1,1,1,0,1,1,1003,74,39192
91.98,2014,2,2,2,2,0,0,1,5000,76,35877
87,2014,3,2,3,2,0,1,0,5000,33,29885
83.42,1996,2,1,3,1,0,0,0,831,112,38959
89,2005,2,2,3,2,0,1,0,923,117,67416
224.2,2016,4,2,1,2,1,0,0,374,46,111508
391,2017,5,2,3,2,0,1,0,337,13,171356
88,2012,2,2,3,2,0,1,1,5000,23,34091
55,1986,2,1,1,1,0,1,1,997,118,49091
93.83,2015,2,2,1,2,0,1,0,5000,33,26537
70.89,1997,2,1,3,1,0,1,0,501,116,55015
83.95,2012,3,2,2,1,1,0,0,5000,9,47052
60.67,1979,2,1,3,1,0,1,0,915,2,47800
98.9,2007,3,2,2,2,0,1,1,682,12,34378
76.98,2014,2,1,3,1,0,1,0,5000,33,25981
92,2014,3,2,1,2,0,0,0,5000,119,45761
168,2004,4,2,3,2,0,1,1,5000,41,84524
52,1986,2,1,1,2,0,1,0,552,21,50000
76.8,2011,2,2,1,2,0,1,0,5000,22,33854
175,2011,3,2,1,2,0,1,0,496,86,91429
150.11,2002,3,2,3,1,0,1,1,486,6,49231
79.92,2010,2,2,3,1,1,0,0,5000,9,45045
66.8,1997,2,1,3,1,0,1,1,876,120,50898
211,2006,3,2,1,2,0,1,0,977,25,116114
97,2000,2,2,1,2,0,1,1,379,44,67010
47.3,2008,2,1,1,1,0,1,1,650,46,58774
76.3,2007,2,2,3,1,0,1,0,5000,67,48231
92.7,2000,2,2,2,2,0,1,1,379,44,44768
125.67,2003,2,2,2,1,0,0,1,334,121,101854
98,2015,2,2,2,1,1,0,0,412,60,34184
47.2,1998,1,1,2,7,0,1,1,377,105,84746
43.94,1995,1,1,1,1,1,0,1,5000,52,41420
84,2013,2,2,3,1,1,0,0,5000,33,25595
64,1996,2,1,2,2,0,1,1,5000,74,41406
142.4,2005,3,2,1,2,0,1,0,721,6,66011
90,1998,2,2,2,1,0,1,1,451,50,61111
87.2,2004,2,2,3,2,0,1,1,843,71,55046
59,2009,1,2,2,1,0,1,1,5000,39,28814
97,2005,2,2,3,2,0,1,1,433,44,67010
60.24,1994,2,1,2,2,0,1,1,5000,115,38513
72,2015,2,1,3,2,0,0,0,5000,23,25278
212.44,2005,4,2,1,2,1,0,0,322,84,79081
53,1997,1,1,1,1,0,1,1,248,24,43019
78,2014,2,2,2,1,1,0,0,5000,33,24103
81.34,1994,3,2,2,2,0,0,1,5000,115,39341
64.08,1989,2,1,1,9,0,0,0,5000,59,40574
153,2012,3,2,3,1,0,1,0,1139,88,94771
98,2012,2,2,3,1,1,0,0,5000,36,37551
183,2006,3,2,3,1,0,1,1,439,13,158470
60,1996,2,1,3,1,0,1,0,898,26,36667
47.59,1982,2,0,2,1,0,1,1,239,103,47909
50,1995,1,1,3,2,0,1,1,618,98,71000
113,2003,2,2,3,2,0,1,1,298,6,78761
78,2015,2,2,3,2,0,1,0,5000,70,25641
99,2012,2,2,1,2,0,1,0,5000,19,28586
69.2,1995,2,1,2,2,0,1,1,454,99,40462
65.62,2015,1,2,3,1,1,0,0,5000,59,36574
68.9,2012,2,2,2,2,0,1,0,5000,12,44702
136.17,2009,3,2,3,2,0,1,1,5000,61,43181
48.9,1998,1,1,1,1,0,1,1,269,75,50102
92,1995,2,2,3,5,0,1,1,519,6,66304
119,2007,2,2,3,1,0,1,1,329,86,89076
88.9,2000,2,2,1,1,1,0,1,5000,10,21597
59.48,1994,2,1,2,1,0,0,1,911,115,37828
263.6,2009,3,2,3,2,0,1,1,790,122,117527
101.3,2006,3,2,2,1,0,0,1,5000,123,33860
72.5,1997,2,2,2,2,0,1,1,1155,34,48966
105.8,1996,3,2,1,2,0,1,1,595,52,29301
50.9,1987,2,1,1,1,0,1,1,1199,35,34578
61,2004,3,2,3,1,0,1,1,5000,65,45902
116,2010,3,2,2,2,0,1,0,5000,101,32759
65,2000,3,0,2,2,1,0,1,236,44,56154
241.7,2003,4,2,3,8,0,1,0,989,25,105503
41,1998,1,1,2,1,0,1,0,892,71,43902
40,2011,2,2,1,2,0,1,1,5000,114,19500
69,2014,2,1,2,1,1,0,0,5000,23,27391
89,2012,2,2,2,2,0,1,1,5000,61,42571
48.8,1994,2,0,2,2,1,0,0,5000,124,53893
143.7,2006,3,2,1,1,0,1,0,489,125,76548
339.98,2005,3,2,1,6,0,1,0,977,25,132331
84.02,2006,2,2,2,2,0,1,1,468,2,70816
40.11,1994,1,1,3,1,1,0,1,377,41,71055
118,2001,2,2,2,2,0,1,1,770,63,50678
78,2015,2,2,2,1,1,0,0,5000,29,21154
86.6,2001,2,2,2,2,0,1,0,818,27,60046
84.2,2007,2,2,1,2,0,1,1,776,66,24941
52.8,2007,1,1,2,1,0,1,1,722,54,57765
78,2013,2,2,2,2,0,1,0,5000,33,30769
55.5,1999,2,2,2,2,0,1,1,327,44,43243
75.65,2002,2,2,2,1,0,1,0,5000,89,66094
92.7,2013,3,2,2,4,0,1,1,5000,33,45200
69,1996,2,1,1,1,0,1,1,524,8,52899
77,2016,3,2,2,2,1,0,0,5000,90,27273
79.4,2013,2,2,3,2,0,1,0,5000,33,26448
327.2,2003,5,2,2,2,1,0,0,989,25,103912
90.5,2015,2,2,2,2,1,0,1,884,96,25414
71.96,1994,3,1,1,1,1,0,1,503,42,59755
99,2009,3,2,2,2,0,1,0,5000,12,38889
90,2014,3,2,3,2,1,0,1,5000,70,35000
52.5,1998,2,1,1,1,0,0,1,554,26,45333
65,2017,2,2,3,2,0,0,0,5000,7,9308
87.1,2010,2,2,1,2,1,0,1,487,54,70034
128.77,2007,3,2,2,1,1,0,0,967,41,64301
84,2008,2,2,2,2,0,1,1,5000,39,24405
64.36,1995,2,1,2,1,0,1,1,671,126,72250
88.4,1995,3,1,2,1,0,1,1,632,108,37896
257.62,2004,4,2,1,4,0,1,1,670,84,85397
51.28,1997,1,1,3,1,0,1,1,632,108,37051
50.9,1996,1,1,3,2,0,1,1,388,27,52652
99.95,1991,3,2,2,2,0,1,0,613,14,57029
63,1989,2,1,2,2,0,1,1,720,8,52381
76.09,2010,2,2,2,1,0,1,0,5000,9,48364
89.3,2013,3,2,2,2,0,1,0,5000,12,40314
122.6,2014,3,2,2,2,1,0,0,5000,33,27325
128,2005,3,2,2,1,0,1,1,5000,5,61875
63,2007,1,2,2,2,0,1,0,5000,12,33333
77.23,1996,2,1,3,1,0,1,1,5000,65,38198
183.11,2007,4,2,2,2,0,1,1,633,17,83010
302,2002,3,2,1,2,1,0,0,783,25,107616
78.8,2003,2,1,2,2,0,1,0,338,89,77411
77.3,2012,2,2,2,3,0,1,1,5000,36,40103
103,2015,3,2,3,2,1,0,0,5000,36,38835
72,2006,2,2,2,1,0,0,1,455,101,38889
90,2015,1,2,2,1,1,0,0,5000,45,66667
136.65,2014,2,2,1,1,0,0,0,849,104,106110
151.34,2006,2,2,3,1,0,1,1,439,13,158583
95,2009,2,2,2,2,0,1,0,1049,33,32632
68.2,2013,2,1,3,1,0,1,0,748,54,42229
124.04,2000,3,2,3,1,0,0,1,1032,127,51193
69.41,1994,2,1,3,1,0,0,1,5000,115,38611
32.4,1997,1,0,2,1,0,1,1,474,62,50000
55.8,1993,2,1,2,1,0,1,1,5000,45,30466
77.33,2012,2,2,3,2,0,1,0,5000,59,35562
137.89,2006,3,2,1,2,0,1,0,376,128,41772
78.6,2006,2,2,2,2,0,0,1,597,33,43257
171,2000,3,2,2,2,0,1,0,258,89,61404
57.72,1996,1,1,3,1,0,1,1,5000,124,48510
146.29,2002,4,2,1,1,0,1,1,503,116,61522
79,1997,3,1,3,2,0,1,1,724,74,46582
65,2016,2,2,3,1,0,1,0,5000,3,13200
62.03,2009,1,1,1,1,0,1,1,666,112,43205
82.7,2012,2,2,3,2,0,1,1,5000,12,36276
113,2004,3,1,1,2,0,1,0,439,67,56195
56,1989,2,1,2,2,0,1,1,307,44,48034
56,1995,2,1,1,1,1,0,1,172,44,48214
73.5,2006,2,2,2,1,0,1,1,980,19,31973
138,2003,4,2,3,2,1,0,1,705,42,73913
118,2017,3,2,2,2,0,1,0,5000,129,33729
47,1998,1,1,3,1,0,0,1,986,26,46809
62.55,2014,1,1,1,1,0,1,1,924,19,33253
66.23,1999,2,1,2,1,0,1,1,984,34,40767
89,2006,3,1,1,2,0,1,0,582,50,50000
69,1996,2,2,2,1,0,1,0,532,54,42754
84,2013,2,2,3,1,1,0,0,5000,33,25595
157,1997,3,2,2,2,0,0,1,792,8,57261
77.1,2015,2,2,2,1,0,1,0,5000,61,26719
71,2010,1,2,3,1,0,1,1,224,17,84507
51.8,1998,2,1,1,1,0,1,1,764,27,54054
72.4,2001,2,1,2,2,0,1,1,1112,49,48343
89.51,2010,2,2,2,1,0,1,1,5000,130,24355
80,2005,3,2,2,2,0,1,1,5000,3,11750
67,1994,2,1,2,1,0,1,0,5000,72,28060
184.58,2007,3,2,3,2,0,1,1,633,17,86683
77.3,2007,2,2,3,2,0,1,1,754,33,36093
276.28,2006,4,2,3,2,0,1,1,382,13,162878
89,2000,3,2,1,2,0,1,0,5000,64,16292
80.3,2009,2,2,2,2,0,1,0,5000,36,32379
82,1999,2,2,1,1,0,1,1,5000,115,36341
93,2010,3,2,3,2,0,1,1,552,22,30645
71.57,2006,1,2,3,5,0,0,0,870,131,76848
80.2,2011,2,2,2,1,1,0,0,5000,33,34289
129,2012,3,2,1,2,0,1,0,854,128,43411
65.62,2015,1,2,3,1,1,0,0,5000,59,36574
48.17,1994,1,1,2,1,0,1,1,556,27,60203
101.4,2008,2,2,2,2,0,1,0,5000,132,46844
82.3,2005,2,2,1,1,1,0,1,307,54,43135
78,1994,3,2,2,2,1,0,0,647,31,47436
80.4,2010,2,1,1,2,0,1,0,5000,45,34577
50.1,1991,2,1,2,1,0,1,1,656,44,49900
314.98,2006,4,2,1,3,0,1,0,995,25,81910
75.06,2012,2,2,2,1,0,1,0,5000,70,30642
113,2007,3,2,1,2,0,1,1,5000,20,23894
57.2,1997,2,1,2,2,0,1,1,671,44,47203
98,2012,2,2,3,1,1,0,0,5000,36,37551
72,2015,2,1,3,2,0,0,0,5000,23,25278
128.4,2005,3,2,3,1,0,1,1,588,79,89564
99,1999,3,2,2,1,0,1,1,682,12,34343
67.2,2009,2,1,3,1,0,1,1,5000,61,41667
120,2004,2,2,3,2,0,1,1,447,110,78167
70.7,1994,2,2,3,2,0,1,1,5000,45,30693
80,2008,2,2,2,2,1,0,1,316,85,44575
75.43,1996,2,1,2,1,0,1,1,706,108,35662
312.48,2006,4,3,1,2,0,1,1,439,13,150410
144,2002,3,2,2,2,0,1,1,200,133,90278
96,2016,3,2,1,2,1,0,0,5000,81,34375
88.12,1996,2,2,2,1,0,1,0,813,120,63550
66.63,1994,2,1,3,1,0,0,0,795,27,54780
144.71,2005,3,2,2,2,0,1,1,149,79,87416
56.2,1998,2,1,1,1,0,1,1,5000,9,27580
126,2014,3,2,2,2,0,1,1,1036,63,51190
77.5,2013,2,2,2,2,0,1,0,5000,33,26194
283.93,2012,4,2,3,1,1,0,0,978,25,158490
58,1992,2,1,3,2,0,1,0,210,6,56897
64.9,2000,2,1,2,2,0,1,1,716,134,69337
71.46,2010,2,2,2,2,0,1,1,5000,9,35404
114.1,2005,2,2,3,2,1,0,1,474,30,55215
135,2000,3,2,3,1,0,1,1,500,126,69630
154,2000,3,2,1,2,0,1,0,793,78,61688
340.3,2009,4,2,3,2,1,0,0,694,25,211578
76,1998,2,1,2,1,0,1,1,662,24,43421
303.21,2005,6,2,3,2,0,1,1,1086,79,79120
75.13,2007,2,2,2,2,0,1,1,5000,61,31279
58,2014,1,1,1,1,0,1,0,5000,33,28448
119,2004,3,2,3,2,0,1,0,981,54,50420
91.9,2015,3,2,1,1,1,0,1,5000,12,44614
70,2007,3,2,2,2,0,1,1,269,54,42857
145.5,2014,3,2,3,2,0,1,1,5000,29,27491
89,2012,3,2,1,2,0,1,1,662,77,34382
97.82,2002,2,2,3,1,0,0,1,200,133,107340
227.1,2012,4,2,2,2,0,1,0,235,82,72655
123.3,2013,3,2,3,2,0,1,1,5000,94,56772
74.99,2013,2,2,1,1,0,1,0,283,70,32004
75.3,2009,1,2,3,2,0,1,1,5000,39,26560
153,2002,3,2,3,2,0,0,0,471,131,83660
74.7,2010,1,2,3,1,0,1,0,412,60,33333
71.4,2013,2,1,3,1,0,1,1,5000,22,27311
109.7,2008,3,2,1,2,0,1,1,385,40,69280
63.5,1998,2,1,1,2,1,0,0,535,24,44094
78,1997,3,1,3,2,0,1,0,645,135,41026
90,2001,2,1,3,2,0,1,1,554,26,51111
325.9,2000,4,2,3,2,0,1,1,225,46,245474
73.7,1995,2,2,1,1,0,1,1,897,62,38670
87.2,2004,2,2,1,1,0,1,1,227,44,69954
61.4,1996,2,1,2,2,0,1,1,835,62,38274
47,2016,1,2,2,2,0,1,1,382,89,63830
66,2016,2,2,3,2,0,1,1,5000,3,16061
66.75,2013,2,2,1,2,0,1,1,394,92,55431
96,2016,3,2,3,2,0,0,0,5000,81,36458
38.99,1995,1,1,2,1,0,1,0,455,130,21800
389,2010,4,3,3,3,1,0,0,694,25,251928
174,2012,3,2,1,2,0,1,0,235,82,80460
92,2000,2,2,3,2,0,1,0,317,54,59239
90.09,2010,2,2,3,1,0,1,0,896,10,34410
77.2,2000,3,1,2,1,0,1,1,5000,71,46632
77.1,2007,2,2,2,1,0,1,0,5000,33,29572
79.5,2006,2,2,2,2,0,1,1,610,33,40252
120,2008,3,2,3,2,1,0,1,5000,39,29167
34.8,1999,1,1,2,1,1,0,1,5000,136,44540
142,2013,4,2,1,2,0,1,0,1156,30,59859
82,2008,2,1,3,2,1,0,1,59,77,28659
83.42,1996,2,1,3,1,0,0,0,831,112,38959
52,1993,1,2,1,1,0,1,1,453,26,43846
95,2000,3,2,2,1,0,1,1,5000,114,20000
65,1994,2,2,2,1,0,1,0,303,6,58462
53,1994,1,1,1,1,0,1,1,719,99,40755
75,2016,2,2,1,1,0,1,0,412,60,34400
121,2006,3,2,3,2,0,1,0,412,54,38058
86.74,2001,2,2,2,2,0,1,1,5000,75,51879
96.2,2017,3,2,2,2,1,0,0,5000,81,34823
139.1,2007,5,4,1,1,1,0,1,763,54,59669
80.9,2008,2,2,2,2,0,1,0,671,75,51916
18,2000,2,2,3,1,0,1,0,737,63,32778
130.25,2007,3,2,3,2,0,1,1,1063,85,39770
272,2018,4,2,2,1,1,0,0,374,46,139338
92.21,2010,3,2,1,2,0,1,0,5000,71,57478
79.3,2010,2,2,1,2,0,1,0,813,61,33417
105.36,1999,3,2,2,2,0,1,1,744,54,50114
69.3,2011,2,2,1,1,0,1,1,5000,39,18038
130.86,2008,3,2,2,1,0,1,0,5000,61,32860
104.06,2005,2,2,2,1,0,0,1,5000,71,68710
90,2001,2,2,3,2,0,1,0,1138,71,62778
59.5,1997,2,1,2,1,0,1,1,724,42,45378
50.51,1994,1,1,3,1,0,1,1,5000,94,57414
163,2009,4,2,3,2,0,1,1,5000,1,47117
80,2014,2,1,2,2,1,0,0,1197,23,26000
65.79,1994,2,1,2,1,0,1,0,287,112,38456
87,2018,3,2,3,3,0,1,0,5000,7,8966
105,2003,2,2,3,2,0,1,1,381,6,73333
150.99,2007,3,2,2,1,0,0,1,871,104,122525
126.9,2003,3,2,3,2,0,1,1,584,84,104019
59,1991,2,1,2,1,0,1,0,398,26,51695
91.2,2010,3,2,1,2,0,1,1,5000,9,34868
68,1995,2,1,2,1,0,1,1,1062,8,57059
60.3,2004,1,1,3,1,0,1,1,828,41,51078
87,2006,2,2,3,1,0,1,1,918,54,45977
171.73,2008,4,2,2,2,0,1,0,474,17,73371
78.29,1994,2,1,3,1,0,1,1,828,34,40874
60,2014,1,1,1,1,1,0,0,5000,33,25833
232.9,2010,5,3,3,5,1,0,1,956,12,38643
103.2,2004,2,2,2,2,0,1,1,5000,41,66860
73,2008,2,2,3,1,0,1,1,5000,39,26027
253.78,2006,2,2,3,7,0,1,0,977,25,97722
96,2004,2,2,3,1,0,1,1,5000,52,35938
65,2018,2,2,3,2,1,0,1,5000,3,13538
185.74,2002,4,2,1,1,0,1,0,933,91,53839
81.32,2010,2,2,2,1,0,1,1,5000,9,36030
139.52,2008,3,2,1,2,0,1,0,232,133,127580
76,2013,2,2,3,1,0,1,0,5000,33,30263
47.73,2009,1,1,2,1,0,1,1,5000,112,30379
242.74,2004,3,2,3,3,0,1,0,995,25,107110
182.34,2007,3,2,3,1,0,1,1,232,13,161786
368,2006,5,3,3,2,1,0,1,762,79,114130
132,2006,3,2,1,2,1,0,0,933,37,69697
80.82,2012,2,2,2,2,0,1,1,59,77,29201
88,2012,2,2,2,2,0,1,1,5000,23,32955
121.46,2007,3,2,2,1,0,1,0,5000,62,50222
96.3,2016,2,2,1,2,1,0,0,5000,19,25130
98,2013,3,2,3,2,0,1,0,609,51,53878
123.07,2007,2,2,1,1,1,0,1,281,106,109694
121,2004,3,2,2,2,0,1,0,412,54,36364
65,2015,2,2,2,1,0,1,0,5000,137,8923
110,1994,3,2,2,2,0,1,1,269,75,40909
46,1990,2,1,1,2,0,1,1,5000,114,14130
89,2018,3,2,2,2,1,0,0,5000,7,9551
59,2004,1,1,1,5,0,0,0,1010,131,69322
75.2,2009,1,2,3,2,0,1,1,5000,39,27261
58,2015,1,1,1,1,0,0,0,1190,23,24483
94.43,2006,2,2,1,2,0,1,1,5000,61,31558
84.63,1999,2,2,3,2,1,0,1,630,37,59672
79.2,2012,2,2,3,2,0,1,0,797,9,30934
84.12,2010,2,2,2,2,0,1,1,5000,81,30908
90.09,2010,2,2,3,1,0,1,0,896,10,34410
78,2013,2,2,2,2,0,1,0,528,70,26282
104.4,2006,2,2,1,1,0,1,0,481,63,62261
89,1996,3,1,2,1,0,1,1,5000,65,52809
76.8,1996,2,1,3,1,0,1,1,191,67,45573
72.23,2006,2,2,2,2,0,1,1,5000,61,35719
157,2000,4,2,1,2,0,1,0,583,21,49682
90.82,2006,2,2,1,1,0,0,1,5000,112,34133
130.8,2006,3,2,1,1,0,1,1,1183,85,34404
77.4,2013,2,1,1,2,0,1,1,5000,22,24289
119.8,2003,2,2,1,1,0,1,1,372,13,116861
191,2017,4,2,3,1,1,0,0,5000,70,43456
434,2005,4,2,2,4,0,1,0,492,25,207373
90,2012,3,2,2,2,0,1,0,5000,22,30556
135.8,2008,3,2,3,2,0,1,1,5000,82,73638
263.17,2014,4,2,2,2,0,1,0,436,87,174792
39.73,1996,1,1,2,1,0,1,0,809,27,59149
97,2011,3,2,3,2,0,1,1,748,23,34021
81.2,2015,2,2,1,2,0,0,0,1190,23,27709
75,2008,2,2,1,2,0,1,0,5000,36,36000
33.8,1995,1,1,1,1,0,1,1,556,27,56213
125,2007,3,2,2,2,0,1,1,627,23,24800
77.6,2015,2,2,1,1,0,1,1,402,19,34407
88.6,2000,3,2,2,2,1,0,1,5000,39,29345
175,2011,3,2,1,2,0,1,0,496,86,91429
73,2006,2,1,2,2,1,0,1,5000,95,35616
86,1998,2,1,3,1,1,0,1,398,37,57558
99.21,2012,3,2,2,1,0,1,1,748,23,37295
74,2004,2,2,3,2,0,1,0,754,54,45946
42.21,1992,1,1,1,1,0,1,1,434,51,97133
116.29,2005,2,2,2,1,0,1,0,1088,78,67934
229.05,2002,4,2,3,1,0,1,0,868,78,71600
60,1994,2,1,1,1,0,1,1,5000,115,41667
72,2006,2,1,3,2,1,0,1,1101,70,27778
115.4,2011,3,2,2,2,0,1,1,508,40,43761
87.12,2004,2,1,2,2,0,1,0,450,41,71166
75.65,2002,2,2,2,1,0,1,0,5000,89,66094
291.88,2006,4,2,3,2,0,1,1,439,13,166164
54,2012,1,2,2,1,0,1,0,5000,9,38519
83,2008,2,2,2,2,0,1,1,5000,39,27711
105.9,2002,3,2,3,1,1,0,1,714,31,70822
54,1993,2,1,1,2,1,0,0,381,44,50000
63,2012,2,2,1,2,1,0,1,5000,3,13492
120.88,2015,3,2,3,2,0,1,0,323,48,77598
68.3,2015,2,2,2,2,1,0,0,5000,33,26354
70.89,1997,2,1,3,2,0,1,0,501,116,57554
89.65,2014,2,2,2,2,0,1,0,5000,36,46849
155.93,1996,3,2,2,10,0,1,0,343,15,62849
90,1995,2,2,3,1,1,0,0,5000,114,19778
72,2010,3,2,3,2,0,1,1,5000,3,11389
90,2006,2,2,1,1,0,1,1,5000,82,60889
71,2004,2,1,2,1,0,1,0,551,52,41690
73.07,2015,2,1,3,1,0,1,0,5000,33,24360
23,2014,1,1,1,2,0,1,0,338,24,18261
94.46,2010,2,1,3,1,0,1,0,5000,10,26466
92.4,2004,2,2,1,2,0,1,0,804,85,44372
130.76,2001,3,2,1,2,0,1,1,381,6,65769
141.72,1998,3,2,3,2,0,0,0,513,131,69856
60.9,1989,2,1,2,3,0,1,1,720,8,57143
78.3,2010,2,2,2,2,0,1,0,813,61,33206
138,2008,3,2,3,1,0,1,1,5000,89,92754
37.6,1995,1,1,1,2,0,1,0,625,42,59840
56,2016,1,2,2,2,1,0,1,5000,3,17321
35,2013,2,2,2,1,0,0,1,5000,138,23000
315,2008,4,2,1,3,1,0,0,995,25,85683
53,2008,1,1,1,1,1,0,0,895,67,54340
44.97,1990,1,1,2,3,0,1,1,657,41,57816
101,2010,3,2,3,1,0,1,1,5000,39,19802
101.67,2005,3,2,1,2,0,1,1,479,9,41802
105.4,2006,2,2,3,2,0,1,1,893,63,61670
72.08,1996,2,1,3,2,0,1,1,903,42,55494
49.9,1994,1,1,3,2,0,0,1,269,75,42084
40.36,2003,1,1,2,1,0,0,0,161,131,42121
67,2000,2,1,2,2,0,1,1,269,54,46269
142,2015,4,2,1,2,1,0,0,1156,30,49296
347.04,2003,5,3,3,8,0,1,0,989,25,149839
146.47,2008,3,2,3,1,0,0,0,330,131,96948
161,2006,3,2,1,2,0,1,1,762,79,103727
65.99,1998,2,1,3,2,0,1,0,900,24,55311
46.1,1997,1,1,2,2,0,1,1,269,75,46638
88.58,2010,2,2,2,1,0,1,1,462,17,79025
77.96,2001,2,1,2,1,0,0,1,5000,61,33350
58.82,1994,2,1,2,1,0,1,1,661,109,35362
88,2016,4,2,2,2,1,0,0,5000,7,9864
92.47,2003,2,2,2,1,0,1,1,1055,24,47042
75.43,1996,2,1,2,1,0,1,1,706,108,35662
96,2004,2,2,1,1,0,1,1,750,113,62500
95.1,2005,3,2,3,1,1,0,1,188,37,55731
78.98,2006,2,2,2,2,0,1,1,5000,61,43049
74.55,1990,2,1,3,1,0,1,0,5000,27,48290
90.51,2000,2,2,2,1,0,0,0,885,71,60214
125,2005,3,2,1,2,0,1,1,5000,18,20640
82.68,2008,2,2,3,2,0,1,0,5000,45,53217
121,2006,3,2,3,2,0,1,0,412,54,38058
98.9,2012,3,2,2,2,1,0,0,5000,12,32861
136.58,2002,3,2,3,1,0,1,0,1063,139,64065
97.2,2006,2,2,2,2,0,1,0,671,75,55041
166,2014,3,2,2,2,1,0,0,5000,84,108434
77.33,2012,2,2,3,2,0,1,0,5000,59,35562
101.9,2014,3,1,3,1,0,1,0,5000,33,28950
213.88,2006,3,2,1,2,0,0,1,358,13,86497
51.4,1988,2,0,3,2,0,1,1,802,103,46693
88.4,1995,3,1,2,1,0,1,1,632,108,37896
